,Variable,Statistic,Scenario,Model,Strategy,Value
2234,pr,ts_mean_yr,ssp126,FGOALS-f3-L,All Models,2.1342445237991683
2235,pr,ts_mean_yr,ssp126,FGOALS-f3-L,Model Subset,2.1342445237991683
2236,pr,ts_mean_yr,ssp126,FGOALS-g3,All Models,0.8741152753933505
2237,pr,ts_mean_yr,ssp126,FGOALS-g3,Model Subset,0.8741152753933505
2238,pr,ts_mean_yr,ssp126,FIO-ESM-2-0,All Models,2.142749276773813
2239,pr,ts_mean_yr,ssp126,GFDL-ESM4,All Models,2.06274252085079
2240,pr,ts_mean_yr,ssp126,GFDL-ESM4,Model Subset,2.06274252085079
2241,pr,ts_mean_yr,ssp126,GISS-E2-1-G,All Models,2.364604898332331
2242,pr,ts_mean_yr,ssp126,GISS-E2-1-G,Model Subset,2.364604898332331
2243,pr,ts_mean_yr,ssp126,GISS-E2-1-H,All Models,2.611716126327039
2244,pr,ts_mean_yr,ssp126,GISS-E2-1-H,Model Subset,2.611716126327039
2245,pr,ts_mean_yr,ssp126,GISS-E2-2-G,All Models,3.142634534563811
2246,pr,ts_mean_yr,ssp126,GISS-E2-2-G,Model Subset,3.142634534563811
2247,pr,ts_mean_yr,ssp126,HadGEM3-GC31-LL,All Models,4.952480360669995
2248,pr,ts_mean_yr,ssp126,HadGEM3-GC31-MM,All Models,5.389090541411676
2249,pr,ts_mean_yr,ssp126,IITM-ESM,All Models,1.5325067873609726
2250,pr,ts_mean_yr,ssp126,IITM-ESM,Model Subset,1.5325067873609726
2251,pr,ts_mean_yr,ssp126,INM-CM4-8,All Models,1.6223359375998427
2252,pr,ts_mean_yr,ssp126,INM-CM4-8,Model Subset,1.6223359375998427
2253,pr,ts_mean_yr,ssp126,INM-CM5-0,All Models,1.6717817622899673
2254,pr,ts_mean_yr,ssp126,INM-CM5-0,Model Subset,1.6717817622899673
2255,pr,ts_mean_yr,ssp126,IPSL-CM5A2-INCA,All Models,1.8958364780834671
2256,pr,ts_mean_yr,ssp126,IPSL-CM5A2-INCA,Model Subset,1.8958364780834671
2257,pr,ts_mean_yr,ssp126,IPSL-CM6A-LR,All Models,2.4799088006816277
2258,pr,ts_mean_yr,ssp126,KACE-1-0-G,All Models,4.508426444921042
2259,pr,ts_mean_yr,ssp126,KIOST-ESM,All Models,2.1723043510634596
2260,pr,ts_mean_yr,ssp126,MCM-UA-1-0,All Models,2.990359084444705
2261,pr,ts_mean_yr,ssp126,MCM-UA-1-0,Model Subset,2.990359084444705
2262,pr,ts_mean_yr,ssp126,MIROC-ES2L,All Models,2.173233873710089
2263,pr,ts_mean_yr,ssp126,MIROC-ES2L,Model Subset,2.173233873710089
2264,pr,ts_mean_yr,ssp126,MIROC6,All Models,1.8349623304689402
2265,pr,ts_mean_yr,ssp126,MIROC6,Model Subset,1.8349623304689402
2266,pr,ts_mean_yr,ssp126,MPI-ESM1-2-HR,All Models,1.5317118645605632
2267,pr,ts_mean_yr,ssp126,MPI-ESM1-2-HR,Model Subset,1.5317118645605632
2268,pr,ts_mean_yr,ssp126,MPI-ESM1-2-LR,All Models,1.5048641969881231
2269,pr,ts_mean_yr,ssp126,MPI-ESM1-2-LR,Model Subset,1.5048641969881231
2270,pr,ts_mean_yr,ssp126,MRI-ESM2-0,All Models,3.264203819973403
2271,pr,ts_mean_yr,ssp126,MRI-ESM2-0,Model Subset,3.264203819973403
2272,pr,ts_mean_yr,ssp126,NESM3,All Models,2.726763012661152
2273,pr,ts_mean_yr,ssp126,NorESM2-LM,All Models,1.8941671712546793
2274,pr,ts_mean_yr,ssp126,NorESM2-LM,Model Subset,1.8941671712546793
2275,pr,ts_mean_yr,ssp126,NorESM2-MM,All Models,2.030977093971458
2276,pr,ts_mean_yr,ssp126,NorESM2-MM,Model Subset,2.030977093971458
2277,pr,ts_mean_yr,ssp126,TaiESM1,All Models,5.7014738071388535
2278,pr,ts_mean_yr,ssp126,UKESM1-0-LL,All Models,5.103052334011167
2279,pr,ts_mean_yr,ssp126,UKESM1-1-LL,All Models,4.6496509026545
2280,pr,ts_mean_yr,ssp245,ACCESS-CM2,All Models,6.248553126875564
2281,pr,ts_mean_yr,ssp245,ACCESS-CM2,Model Subset,6.248553126875564
2282,pr,ts_mean_yr,ssp245,ACCESS-ESM1-5,All Models,4.150635013870101
2283,pr,ts_mean_yr,ssp245,ACCESS-ESM1-5,Model Subset,4.150635013870101
2284,pr,ts_mean_yr,ssp245,AWI-CM-1-1-MR,All Models,3.0540988100119364
2285,pr,ts_mean_yr,ssp245,AWI-CM-1-1-MR,Model Subset,3.0540988100119364
2286,pr,ts_mean_yr,ssp245,BCC-CSM2-MR,All Models,3.144277363750845
2287,pr,ts_mean_yr,ssp245,BCC-CSM2-MR,Model Subset,3.144277363750845
2288,pr,ts_mean_yr,ssp245,CAMS-CSM1-0,All Models,3.021457402114308
2289,pr,ts_mean_yr,ssp245,CAMS-CSM1-0,Model Subset,3.021457402114308
2290,pr,ts_mean_yr,ssp245,CAS-ESM2-0,All Models,5.59509515344385
2291,pr,ts_mean_yr,ssp245,CESM2,All Models,4.929415804497282
2292,pr,ts_mean_yr,ssp245,CESM2-WACCM,All Models,4.580856773411369
2293,pr,ts_mean_yr,ssp245,CESM2-WACCM,Model Subset,4.580856773411369
2294,pr,ts_mean_yr,ssp245,CIESM,All Models,9.090922945297862
2295,pr,ts_mean_yr,ssp245,CMCC-CM2-SR5,All Models,5.675300701342152
2296,pr,ts_mean_yr,ssp245,CMCC-CM2-SR5,Model Subset,5.675300701342152
2297,pr,ts_mean_yr,ssp245,CMCC-ESM2,All Models,5.71586600258793
2298,pr,ts_mean_yr,ssp245,CMCC-ESM2,Model Subset,5.71586600258793
2299,pr,ts_mean_yr,ssp245,CNRM-CM6-1,All Models,3.8501148956141975
2300,pr,ts_mean_yr,ssp245,CNRM-CM6-1,Model Subset,3.8501148956141975
2301,pr,ts_mean_yr,ssp245,CNRM-CM6-1-HR,All Models,4.490172834241818
2302,pr,ts_mean_yr,ssp245,CNRM-CM6-1-HR,Model Subset,4.490172834241818
2303,pr,ts_mean_yr,ssp245,CNRM-ESM2-1,All Models,3.8418609053523625
2304,pr,ts_mean_yr,ssp245,CNRM-ESM2-1,Model Subset,3.8418609053523625
2305,pr,ts_mean_yr,ssp245,CanESM5,All Models,6.518146431695314
2306,pr,ts_mean_yr,ssp245,CanESM5-CanOE,All Models,6.554398224850715
2307,pr,ts_mean_yr,ssp245,EC-Earth3,All Models,4.609887502127862
2308,pr,ts_mean_yr,ssp245,EC-Earth3-CC,All Models,4.45314800497232
2309,pr,ts_mean_yr,ssp245,EC-Earth3-Veg,All Models,4.633635925948056
2310,pr,ts_mean_yr,ssp245,EC-Earth3-Veg-LR,All Models,4.768428128417838
2311,pr,ts_mean_yr,ssp245,FGOALS-f3-L,All Models,3.180856730974213
2312,pr,ts_mean_yr,ssp245,FGOALS-f3-L,Model Subset,3.180856730974213
2313,pr,ts_mean_yr,ssp245,FGOALS-g3,All Models,1.518656902556799
2314,pr,ts_mean_yr,ssp245,FGOALS-g3,Model Subset,1.518656902556799
2315,pr,ts_mean_yr,ssp245,FIO-ESM-2-0,All Models,3.324949853836486
2316,pr,ts_mean_yr,ssp245,GFDL-CM4,All Models,4.103068027963928
2317,pr,ts_mean_yr,ssp245,GFDL-CM4,Model Subset,4.103068027963928
2318,pr,ts_mean_yr,ssp245,GFDL-ESM4,All Models,2.5261267841314776
2319,pr,ts_mean_yr,ssp245,GFDL-ESM4,Model Subset,2.5261267841314776
2320,pr,ts_mean_yr,ssp245,GISS-E2-1-G,All Models,2.8747275382229702
2321,pr,ts_mean_yr,ssp245,GISS-E2-1-G,Model Subset,2.8747275382229702
2322,pr,ts_mean_yr,ssp245,GISS-E2-1-H,All Models,3.1126799303199846
2323,pr,ts_mean_yr,ssp245,GISS-E2-1-H,Model Subset,3.1126799303199846
2324,pr,ts_mean_yr,ssp245,GISS-E2-2-G,All Models,3.408257371756349
2325,pr,ts_mean_yr,ssp245,GISS-E2-2-G,Model Subset,3.408257371756349
2326,pr,ts_mean_yr,ssp245,HadGEM3-GC31-LL,All Models,6.3884636051667485
2327,pr,ts_mean_yr,ssp245,IITM-ESM,All Models,2.6156701811070917
2328,pr,ts_mean_yr,ssp245,IITM-ESM,Model Subset,2.6156701811070917
2329,pr,ts_mean_yr,ssp245,INM-CM4-8,All Models,2.8196488681508782
2330,pr,ts_mean_yr,ssp245,INM-CM4-8,Model Subset,2.8196488681508782
2331,pr,ts_mean_yr,ssp245,INM-CM5-0,All Models,2.793253483255924
2332,pr,ts_mean_yr,ssp245,INM-CM5-0,Model Subset,2.793253483255924
2333,pr,ts_mean_yr,ssp245,IPSL-CM6A-LR,All Models,3.781324211135157
2334,pr,ts_mean_yr,ssp245,KACE-1-0-G,All Models,5.691269003333545
2335,pr,ts_mean_yr,ssp245,KIOST-ESM,All Models,3.591978425611302
2336,pr,ts_mean_yr,ssp245,MCM-UA-1-0,All Models,4.430315009553794
2337,pr,ts_mean_yr,ssp245,MCM-UA-1-0,Model Subset,4.430315009553794
2338,pr,ts_mean_yr,ssp245,MIROC-ES2L,All Models,2.792833156393826
2339,pr,ts_mean_yr,ssp245,MIROC-ES2L,Model Subset,2.792833156393826
2340,pr,ts_mean_yr,ssp245,MIROC6,All Models,2.33670506049846
2341,pr,ts_mean_yr,ssp245,MIROC6,Model Subset,2.33670506049846
2342,pr,ts_mean_yr,ssp245,MPI-ESM1-2-HR,All Models,2.245446464886527
2343,pr,ts_mean_yr,ssp245,MPI-ESM1-2-HR,Model Subset,2.245446464886527
2344,pr,ts_mean_yr,ssp245,MPI-ESM1-2-LR,All Models,2.179649998276304
2345,pr,ts_mean_yr,ssp245,MPI-ESM1-2-LR,Model Subset,2.179649998276304
2346,pr,ts_mean_yr,ssp245,MRI-ESM2-0,All Models,4.2374469278774
2347,pr,ts_mean_yr,ssp245,MRI-ESM2-0,Model Subset,4.2374469278774
2348,pr,ts_mean_yr,ssp245,NESM3,All Models,3.864245348092922
2349,pr,ts_mean_yr,ssp245,NorESM2-LM,All Models,2.4454154962715364
2350,pr,ts_mean_yr,ssp245,NorESM2-LM,Model Subset,2.4454154962715364
2351,pr,ts_mean_yr,ssp245,NorESM2-MM,All Models,2.4122809812983377
2352,pr,ts_mean_yr,ssp245,NorESM2-MM,Model Subset,2.4122809812983377
2353,pr,ts_mean_yr,ssp245,TaiESM1,All Models,6.4028123824841
2354,pr,ts_mean_yr,ssp245,UKESM1-0-LL,All Models,7.040609717397743
2355,pr,ts_mean_yr,ssp370,ACCESS-CM2,All Models,6.727370991519692
2356,pr,ts_mean_yr,ssp370,ACCESS-CM2,Model Subset,6.727370991519692
2357,pr,ts_mean_yr,ssp370,ACCESS-ESM1-5,All Models,4.4789387575673345
2358,pr,ts_mean_yr,ssp370,ACCESS-ESM1-5,Model Subset,4.4789387575673345
2359,pr,ts_mean_yr,ssp370,AWI-CM-1-1-MR,All Models,3.4423451756905195
2360,pr,ts_mean_yr,ssp370,AWI-CM-1-1-MR,Model Subset,3.4423451756905195
2361,pr,ts_mean_yr,ssp370,BCC-CSM2-MR,All Models,4.348086538617849
2362,pr,ts_mean_yr,ssp370,BCC-CSM2-MR,Model Subset,4.348086538617849
2363,pr,ts_mean_yr,ssp370,CAMS-CSM1-0,All Models,3.4823031957602666
2364,pr,ts_mean_yr,ssp370,CAMS-CSM1-0,Model Subset,3.4823031957602666
2365,pr,ts_mean_yr,ssp370,CAS-ESM2-0,All Models,4.398025883478397
2366,pr,ts_mean_yr,ssp370,CESM2,All Models,4.377030517256358
2367,pr,ts_mean_yr,ssp370,CESM2-WACCM,All Models,4.428107297379427
2368,pr,ts_mean_yr,ssp370,CESM2-WACCM,Model Subset,4.428107297379427
2369,pr,ts_mean_yr,ssp370,CMCC-CM2-SR5,All Models,4.941812000579773
2370,pr,ts_mean_yr,ssp370,CMCC-CM2-SR5,Model Subset,4.941812000579773
2371,pr,ts_mean_yr,ssp370,CMCC-ESM2,All Models,5.020528116002552
2372,pr,ts_mean_yr,ssp370,CMCC-ESM2,Model Subset,5.020528116002552
2373,pr,ts_mean_yr,ssp370,CNRM-CM6-1,All Models,4.6222462266151325
2374,pr,ts_mean_yr,ssp370,CNRM-CM6-1,Model Subset,4.6222462266151325
2375,pr,ts_mean_yr,ssp370,CNRM-CM6-1-HR,All Models,4.799996851849144
2376,pr,ts_mean_yr,ssp370,CNRM-CM6-1-HR,Model Subset,4.799996851849144
2377,pr,ts_mean_yr,ssp370,CNRM-ESM2-1,All Models,4.393657859329281
2378,pr,ts_mean_yr,ssp370,CNRM-ESM2-1,Model Subset,4.393657859329281
2379,pr,ts_mean_yr,ssp370,CanESM5,All Models,7.911890874248925
2380,pr,ts_mean_yr,ssp370,CanESM5-CanOE,All Models,8.058567113637167
2381,pr,ts_mean_yr,ssp370,EC-Earth3,All Models,6.0500956909225465
2382,pr,ts_mean_yr,ssp370,EC-Earth3-AerChem,All Models,7.339173729101773
2383,pr,ts_mean_yr,ssp370,EC-Earth3-AerChem,Model Subset,7.339173729101773
2384,pr,ts_mean_yr,ssp370,EC-Earth3-Veg,All Models,5.866580679220434
2385,pr,ts_mean_yr,ssp370,EC-Earth3-Veg-LR,All Models,6.008419242499002
2386,pr,ts_mean_yr,ssp370,FGOALS-f3-L,All Models,4.726009894630707
2387,pr,ts_mean_yr,ssp370,FGOALS-f3-L,Model Subset,4.726009894630707
2388,pr,ts_mean_yr,ssp370,FGOALS-g3,All Models,2.3738707375406136
2389,pr,ts_mean_yr,ssp370,FGOALS-g3,Model Subset,2.3738707375406136
2390,pr,ts_mean_yr,ssp370,GFDL-ESM4,All Models,1.8207241669005896
2391,pr,ts_mean_yr,ssp370,GFDL-ESM4,Model Subset,1.8207241669005896
2392,pr,ts_mean_yr,ssp370,GISS-E2-1-G,All Models,2.443065311491324
2393,pr,ts_mean_yr,ssp370,GISS-E2-1-G,Model Subset,2.443065311491324
2394,pr,ts_mean_yr,ssp370,GISS-E2-1-H,All Models,3.006866058225242
2395,pr,ts_mean_yr,ssp370,GISS-E2-1-H,Model Subset,3.006866058225242
2396,pr,ts_mean_yr,ssp370,GISS-E2-2-G,All Models,2.93847464996
2397,pr,ts_mean_yr,ssp370,GISS-E2-2-G,Model Subset,2.93847464996
2398,pr,ts_mean_yr,ssp370,IITM-ESM,All Models,3.5472742391935697
2399,pr,ts_mean_yr,ssp370,IITM-ESM,Model Subset,3.5472742391935697
2400,pr,ts_mean_yr,ssp370,INM-CM4-8,All Models,4.028104927344714
2401,pr,ts_mean_yr,ssp370,INM-CM4-8,Model Subset,4.028104927344714
2402,pr,ts_mean_yr,ssp370,INM-CM5-0,All Models,4.035361697222271
2403,pr,ts_mean_yr,ssp370,INM-CM5-0,Model Subset,4.035361697222271
2404,pr,ts_mean_yr,ssp370,IPSL-CM5A2-INCA,All Models,5.1240069173846905
2405,pr,ts_mean_yr,ssp370,IPSL-CM5A2-INCA,Model Subset,5.1240069173846905
2406,pr,ts_mean_yr,ssp370,IPSL-CM6A-LR,All Models,4.634715329650888
2407,pr,ts_mean_yr,ssp370,KACE-1-0-G,All Models,6.231401619378957
2408,pr,ts_mean_yr,ssp370,MCM-UA-1-0,All Models,5.537269686184416
2409,pr,ts_mean_yr,ssp370,MCM-UA-1-0,Model Subset,5.537269686184416
2410,pr,ts_mean_yr,ssp370,MIROC-ES2L,All Models,2.693727127520802
2411,pr,ts_mean_yr,ssp370,MIROC-ES2L,Model Subset,2.693727127520802
2412,pr,ts_mean_yr,ssp370,MIROC6,All Models,2.2237436115069045
2413,pr,ts_mean_yr,ssp370,MIROC6,Model Subset,2.2237436115069045
2414,pr,ts_mean_yr,ssp370,MPI-ESM1-2-HR,All Models,2.6110422826573796
2415,pr,ts_mean_yr,ssp370,MPI-ESM1-2-HR,Model Subset,2.6110422826573796
2416,pr,ts_mean_yr,ssp370,MPI-ESM1-2-LR,All Models,2.5350076506747996
2417,pr,ts_mean_yr,ssp370,MPI-ESM1-2-LR,Model Subset,2.5350076506747996
2418,pr,ts_mean_yr,ssp370,MRI-ESM2-0,All Models,4.093331220375319
2419,pr,ts_mean_yr,ssp370,MRI-ESM2-0,Model Subset,4.093331220375319
2420,pr,ts_mean_yr,ssp370,NorESM2-LM,All Models,2.170252802826056
2421,pr,ts_mean_yr,ssp370,NorESM2-LM,Model Subset,2.170252802826056
2422,pr,ts_mean_yr,ssp370,NorESM2-MM,All Models,2.4927813790234694
2423,pr,ts_mean_yr,ssp370,NorESM2-MM,Model Subset,2.4927813790234694
2424,pr,ts_mean_yr,ssp370,TaiESM1,All Models,5.699263163556182
2425,pr,ts_mean_yr,ssp370,UKESM1-0-LL,All Models,8.153183992166177
2426,pr,ts_mean_yr,ssp370,UKESM1-1-LL,All Models,7.464875990715925
2427,pr,ts_mean_yr,ssp434,CNRM-ESM2-1,All Models,3.0559914427504395
2428,pr,ts_mean_yr,ssp434,CNRM-ESM2-1,Model Subset,3.0559914427504395
2429,pr,ts_mean_yr,ssp434,CanESM5,All Models,5.525351325318766
2430,pr,ts_mean_yr,ssp434,EC-Earth3,All Models,3.7837075467678716
2431,pr,ts_mean_yr,ssp434,FGOALS-g3,All Models,1.1348203931610357
2432,pr,ts_mean_yr,ssp434,FGOALS-g3,Model Subset,1.1348203931610357
2433,pr,ts_mean_yr,ssp434,GISS-E2-1-G,All Models,2.024733768844385
2434,pr,ts_mean_yr,ssp434,GISS-E2-1-G,Model Subset,2.024733768844385
2435,pr,ts_mean_yr,ssp434,GISS-E2-1-H,All Models,2.4600372776493344
2436,pr,ts_mean_yr,ssp434,GISS-E2-1-H,Model Subset,2.4600372776493344
2437,pr,ts_mean_yr,ssp434,IPSL-CM6A-LR,All Models,2.9158402188927397
2438,pr,ts_mean_yr,ssp434,MIROC6,All Models,1.5528263816391075
2439,pr,ts_mean_yr,ssp434,MIROC6,Model Subset,1.5528263816391075
2440,pr,ts_mean_yr,ssp434,MRI-ESM2-0,All Models,3.7725317947248556
2441,pr,ts_mean_yr,ssp434,MRI-ESM2-0,Model Subset,3.7725317947248556
2442,pr,ts_mean_yr,ssp434,UKESM1-0-LL,All Models,6.0486351479295735
2443,pr,ts_mean_yr,ssp460,CNRM-ESM2-1,All Models,4.018643609925704
2444,pr,ts_mean_yr,ssp460,CNRM-ESM2-1,Model Subset,4.018643609925704
2445,pr,ts_mean_yr,ssp460,CanESM5,All Models,7.234469994466835
2446,pr,ts_mean_yr,ssp460,EC-Earth3,All Models,5.007253878990625
2447,pr,ts_mean_yr,ssp460,FGOALS-g3,All Models,1.366867583889018
2448,pr,ts_mean_yr,ssp460,FGOALS-g3,Model Subset,1.366867583889018
2449,pr,ts_mean_yr,ssp460,GISS-E2-1-G,All Models,2.4440632065755494
2450,pr,ts_mean_yr,ssp460,GISS-E2-1-G,Model Subset,2.4440632065755494
2451,pr,ts_mean_yr,ssp460,GISS-E2-1-H,All Models,2.987455223291718
2452,pr,ts_mean_yr,ssp460,GISS-E2-1-H,Model Subset,2.987455223291718
2453,pr,ts_mean_yr,ssp460,IPSL-CM6A-LR,All Models,4.195260096023517
2454,pr,ts_mean_yr,ssp460,MIROC6,All Models,2.3795200938891696
2455,pr,ts_mean_yr,ssp460,MIROC6,Model Subset,2.3795200938891696
2456,pr,ts_mean_yr,ssp460,MRI-ESM2-0,All Models,4.453077560170229
2457,pr,ts_mean_yr,ssp460,MRI-ESM2-0,Model Subset,4.453077560170229
2458,pr,ts_mean_yr,ssp585,ACCESS-CM2,All Models,8.564506733070473
2459,pr,ts_mean_yr,ssp585,ACCESS-CM2,Model Subset,8.564506733070473
2460,pr,ts_mean_yr,ssp585,ACCESS-ESM1-5,All Models,5.228482361074342
2461,pr,ts_mean_yr,ssp585,ACCESS-ESM1-5,Model Subset,5.228482361074342
2462,pr,ts_mean_yr,ssp585,AWI-CM-1-1-MR,All Models,4.045255734251924
2463,pr,ts_mean_yr,ssp585,AWI-CM-1-1-MR,Model Subset,4.045255734251924
2464,pr,ts_mean_yr,ssp585,BCC-CSM2-MR,All Models,4.625101050817136
2465,pr,ts_mean_yr,ssp585,BCC-CSM2-MR,Model Subset,4.625101050817136
2466,pr,ts_mean_yr,ssp585,CAMS-CSM1-0,All Models,3.9377693247563457
2467,pr,ts_mean_yr,ssp585,CAMS-CSM1-0,Model Subset,3.9377693247563457
2468,pr,ts_mean_yr,ssp585,CAS-ESM2-0,All Models,7.042941809053261
2469,pr,ts_mean_yr,ssp585,CESM2,All Models,7.283487278481729
2470,pr,ts_mean_yr,ssp585,CESM2-WACCM,All Models,6.9421711792133465
2471,pr,ts_mean_yr,ssp585,CESM2-WACCM,Model Subset,6.9421711792133465
2472,pr,ts_mean_yr,ssp585,CIESM,All Models,9.090922945297862
2473,pr,ts_mean_yr,ssp585,CMCC-CM2-SR5,All Models,7.3311817445921434
2474,pr,ts_mean_yr,ssp585,CMCC-CM2-SR5,Model Subset,7.3311817445921434
2475,pr,ts_mean_yr,ssp585,CMCC-ESM2,All Models,7.235175026333337
2476,pr,ts_mean_yr,ssp585,CMCC-ESM2,Model Subset,7.235175026333337
2477,pr,ts_mean_yr,ssp585,CNRM-CM6-1,All Models,6.302774202415961
2478,pr,ts_mean_yr,ssp585,CNRM-CM6-1,Model Subset,6.302774202415961
2479,pr,ts_mean_yr,ssp585,CNRM-CM6-1-HR,All Models,6.218687271952945
2480,pr,ts_mean_yr,ssp585,CNRM-CM6-1-HR,Model Subset,6.218687271952945
2481,pr,ts_mean_yr,ssp585,CNRM-ESM2-1,All Models,5.656006463445763
2482,pr,ts_mean_yr,ssp585,CNRM-ESM2-1,Model Subset,5.656006463445763
2483,pr,ts_mean_yr,ssp585,CanESM5,All Models,10.422540159119507
2484,pr,ts_mean_yr,ssp585,CanESM5-CanOE,All Models,10.646666636957093
2485,pr,ts_mean_yr,ssp585,E3SM-1-0,All Models,10.111342878656743
2486,pr,ts_mean_yr,ssp585,E3SM-1-1,All Models,10.818413984088338
2487,pr,ts_mean_yr,ssp585,E3SM-1-1-ECA,All Models,11.124654644442813
2488,pr,ts_mean_yr,ssp585,EC-Earth3,All Models,7.524025343572234
2489,pr,ts_mean_yr,ssp585,EC-Earth3-CC,All Models,6.584968987676575
2490,pr,ts_mean_yr,ssp585,EC-Earth3-Veg,All Models,7.350058968392446
2491,pr,ts_mean_yr,ssp585,EC-Earth3-Veg-LR,All Models,7.458866992004403
2492,pr,ts_mean_yr,ssp585,FGOALS-f3-L,All Models,5.767204509381401
2493,pr,ts_mean_yr,ssp585,FGOALS-f3-L,Model Subset,5.767204509381401
2494,pr,ts_mean_yr,ssp585,FGOALS-g3,All Models,2.550758428306679
2495,pr,ts_mean_yr,ssp585,FGOALS-g3,Model Subset,2.550758428306679
2496,pr,ts_mean_yr,ssp585,FIO-ESM-2-0,All Models,5.451195845624184
2497,pr,ts_mean_yr,ssp585,GFDL-CM4,All Models,5.058039887594319
2498,pr,ts_mean_yr,ssp585,GFDL-CM4,Model Subset,5.058039887594319
2499,pr,ts_mean_yr,ssp585,GFDL-ESM4,All Models,2.8511648976058552
2500,pr,ts_mean_yr,ssp585,GFDL-ESM4,Model Subset,2.8511648976058552
2501,pr,ts_mean_yr,ssp585,GISS-E2-1-G,All Models,3.420507116382879
2502,pr,ts_mean_yr,ssp585,GISS-E2-1-G,Model Subset,3.420507116382879
2503,pr,ts_mean_yr,ssp585,GISS-E2-1-H,All Models,3.8882047109217126
2504,pr,ts_mean_yr,ssp585,GISS-E2-1-H,Model Subset,3.8882047109217126
2505,pr,ts_mean_yr,ssp585,GISS-E2-2-G,All Models,4.122319063122731
2506,pr,ts_mean_yr,ssp585,GISS-E2-2-G,Model Subset,4.122319063122731
2507,pr,ts_mean_yr,ssp585,HadGEM3-GC31-LL,All Models,8.904246570419247
2508,pr,ts_mean_yr,ssp585,HadGEM3-GC31-MM,All Models,8.431546845553996
2509,pr,ts_mean_yr,ssp585,IITM-ESM,All Models,4.27997141093752
2510,pr,ts_mean_yr,ssp585,IITM-ESM,Model Subset,4.27997141093752
2511,pr,ts_mean_yr,ssp585,INM-CM4-8,All Models,5.426121900759313
2512,pr,ts_mean_yr,ssp585,INM-CM4-8,Model Subset,5.426121900759313
2513,pr,ts_mean_yr,ssp585,INM-CM5-0,All Models,4.783832476519962
2514,pr,ts_mean_yr,ssp585,INM-CM5-0,Model Subset,4.783832476519962
2515,pr,ts_mean_yr,ssp585,IPSL-CM6A-LR,All Models,5.858383852789117
2516,pr,ts_mean_yr,ssp585,KACE-1-0-G,All Models,8.113484018700419
2517,pr,ts_mean_yr,ssp585,KIOST-ESM,All Models,4.530409077185979
2518,pr,ts_mean_yr,ssp585,MCM-UA-1-0,All Models,7.268720188556912
2519,pr,ts_mean_yr,ssp585,MCM-UA-1-0,Model Subset,7.268720188556912
2520,pr,ts_mean_yr,ssp585,MIROC-ES2L,All Models,3.988090824785246
2521,pr,ts_mean_yr,ssp585,MIROC-ES2L,Model Subset,3.988090824785246
2522,pr,ts_mean_yr,ssp585,MIROC6,All Models,3.4925363492787653
2523,pr,ts_mean_yr,ssp585,MIROC6,Model Subset,3.4925363492787653
2524,pr,ts_mean_yr,ssp585,MPI-ESM1-2-HR,All Models,3.241191084164228
2525,pr,ts_mean_yr,ssp585,MPI-ESM1-2-HR,Model Subset,3.241191084164228
2526,pr,ts_mean_yr,ssp585,MPI-ESM1-2-LR,All Models,3.326978092006584
2527,pr,ts_mean_yr,ssp585,MPI-ESM1-2-LR,Model Subset,3.326978092006584
2528,pr,ts_mean_yr,ssp585,MRI-ESM2-0,All Models,6.0887534705176165
2529,pr,ts_mean_yr,ssp585,MRI-ESM2-0,Model Subset,6.0887534705176165
2530,pr,ts_mean_yr,ssp585,NESM3,All Models,5.9023703679854265
2531,pr,ts_mean_yr,ssp585,NorESM2-LM,All Models,3.5226858114159683
2532,pr,ts_mean_yr,ssp585,NorESM2-LM,Model Subset,3.5226858114159683
2533,pr,ts_mean_yr,ssp585,NorESM2-MM,All Models,3.837064347134131
2534,pr,ts_mean_yr,ssp585,NorESM2-MM,Model Subset,3.837064347134131
2535,pr,ts_mean_yr,ssp585,TaiESM1,All Models,7.464401430589376
2536,pr,ts_mean_yr,ssp585,UKESM1-0-LL,All Models,10.154998121322308
2537,pr,ts_min_yr,ssp119,CAMS-CSM1-0,All Models,0.006860662682370844
2538,pr,ts_min_yr,ssp119,CAMS-CSM1-0,Model Subset,0.006860662682370844
2539,pr,ts_min_yr,ssp119,CNRM-ESM2-1,All Models,0.8334021400502394
2540,pr,ts_min_yr,ssp119,CNRM-ESM2-1,Model Subset,0.8334021400502394
2541,pr,ts_min_yr,ssp119,CanESM5,All Models,3.926434750669003
2542,pr,ts_min_yr,ssp119,EC-Earth3,All Models,0.9203591605508592
2543,pr,ts_min_yr,ssp119,EC-Earth3-Veg,All Models,2.472022893813019
2544,pr,ts_min_yr,ssp119,EC-Earth3-Veg-LR,All Models,1.5233767882671003
2545,pr,ts_min_yr,ssp119,FGOALS-g3,All Models,0.22451021960652895
2546,pr,ts_min_yr,ssp119,FGOALS-g3,Model Subset,0.22451021960652895
2547,pr,ts_min_yr,ssp119,GFDL-ESM4,All Models,2.107370918049142
2548,pr,ts_min_yr,ssp119,GFDL-ESM4,Model Subset,2.107370918049142
2549,pr,ts_min_yr,ssp119,GISS-E2-1-G,All Models,0.6085587938421924
2550,pr,ts_min_yr,ssp119,GISS-E2-1-G,Model Subset,0.6085587938421924
2551,pr,ts_min_yr,ssp119,GISS-E2-1-H,All Models,1.5986031647930048
2552,pr,ts_min_yr,ssp119,GISS-E2-1-H,Model Subset,1.5986031647930048
2553,pr,ts_min_yr,ssp119,IPSL-CM6A-LR,All Models,1.550479863160163
